item_title,orders_containing,units_sold,avg_price,classification,reason,classification_v3,v3_reason,was_mystery
Pet Garden Ankle Socks Bundle 5-Pack,128,131,53.94,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['pet', 'garden']",
Pink Rodeo EasyStretch™ Socks,123,130,28.72,PATTERN,unrecognized non-color tokens: ['rodeo'],PATTERN,unchanged from v2,
Dark Lavender Ankle Socks,122,129,27.63,PATTERN,unrecognized non-color tokens: ['dark'],PATTERN,unchanged from v2,
Lemon Zest Ankle Socks,115,127,27.85,PATTERN,"unrecognized non-color tokens: ['lemon', 'zest']",PATTERN,unchanged from v2,
Haunted Tie Dye EasyStretch™ Socks 3-Pack Bundle,125,126,43.06,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['haunted', 'tie', 'dye']",
Heather Blue Ankle Socks,107,125,26.49,PATTERN,unrecognized non-color tokens: ['heather'],PATTERN,unchanged from v2,
Pink Plaid Ankle Socks,116,125,26.72,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Blooming Brights EasyStretch™ Socks Bundle 5-Pack,122,125,55.54,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['blooming', 'brights']",
Prairie Dreams Compression Socks 5-Pack Bundle,123,124,56.45,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['prairie', 'dreams']",
Moonlight Compression Socks 3-Pack Bundle,123,124,43.92,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['moonlight'],
Amber Blooms Ankle Socks,115,123,28.01,PATTERN,"unrecognized non-color tokens: ['amber', 'blooms']",PATTERN,unchanged from v2,
1 pair Mystery Compression Socks,83,123,25.44,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Nebula Ankle Socks,100,121,27.2,PATTERN,unrecognized non-color tokens: ['nebula'],PATTERN,unchanged from v2,
Udderly Plaid Ankle Socks,117,121,27.11,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Peanuts Mystery Ankle Socks Bundle 5-Pack,119,119,69.09,PATTERN,matched: ['peanuts'],PATTERN,unchanged from v2,
Fruit Compression Socks 5-Pack Bundle,117,118,53.83,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['fruit'],
Winter Forest Ankle Socks,108,118,27.11,PATTERN,"matched: ['winter', 'forest']",PATTERN,unchanged from v2,
Heather Purple Ankle Socks,107,118,26.82,PATTERN,unrecognized non-color tokens: ['heather'],PATTERN,unchanged from v2,
Mad Beast EasyStretch™ Socks,107,117,27.44,PATTERN,matched: ['mad'],PATTERN,unchanged from v2,
Saddle Up EasyStretch™ Socks,109,117,28.58,PATTERN,unrecognized non-color tokens: ['saddle'],PATTERN,unchanged from v2,
Good Grief Compression Socks,112,116,29.99,PATTERN,"unrecognized non-color tokens: ['good', 'grief']",PATTERN,unchanged from v2,
Moo Print Ankle Socks,105,115,27.27,PATTERN,matched: ['print'],PATTERN,unchanged from v2,
Fall Poppies Ankle Socks,109,114,27.82,PATTERN,matched: ['fall'],PATTERN,unchanged from v2,
Cozy Ankle Compression Socks 5-Pack Bundle,111,114,56.27,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['cozy'],
Kaleidoscope Ankle Socks,114,114,27.46,PATTERN,matched: ['kaleidoscope'],PATTERN,unchanged from v2,
Cowgirl EasyStretch™ Socks,108,113,28.68,PATTERN,unrecognized non-color tokens: ['cowgirl'],PATTERN,unchanged from v2,
Summer Breeze EasyStretch™ Socks 3-Pack Bundle,106,111,41.6,PATTERN,matched: ['summer'],PATTERN,unchanged from v2,
Vanilla Compression Socks,89,111,26.4,PATTERN,unrecognized non-color tokens: ['vanilla'],PATTERN,unchanged from v2,
Happy Dance Ankle Socks,105,111,29.99,PATTERN,matched: ['happy'],PATTERN,unchanged from v2,
Spooky Pastels EasyStretch™ Socks 3-Pack Bundle,109,111,42.41,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Daisy Delight Ankle Socks,106,110,26.56,PATTERN,"unrecognized non-color tokens: ['daisy', 'delight']",PATTERN,unchanged from v2,
Autumn Florals Compression Socks 3-Pack Bundle,109,110,41.83,PATTERN,matched: ['autumn'],PATTERN,unchanged from v2,
Cosmic Pink Ankle Socks,104,109,27.51,PATTERN,unrecognized non-color tokens: ['cosmic'],PATTERN,unchanged from v2,
Green Plaid Ankle Socks,98,109,28.48,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Strawberry Delight Ankle Socks,104,109,26.41,PATTERN,"unrecognized non-color tokens: ['strawberry', 'delight']",PATTERN,unchanged from v2,
Dawn Ankle Socks,100,107,26.5,PATTERN,unrecognized non-color tokens: ['dawn'],PATTERN,unchanged from v2,
Boo Blossoms Ankle Socks,100,107,26.67,PATTERN,matched: ['blossoms'],PATTERN,unchanged from v2,
Rosy Rodeo Compression Socks 5-Pack Bundle,105,107,56.36,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['rosy', 'rodeo']",
Grey Tartan Ankle Socks,103,106,26.81,PATTERN,unrecognized non-color tokens: ['tartan'],PATTERN,unchanged from v2,
Elephant Safari Ankle Socks,100,106,27.87,PATTERN,matched: ['elephant'],PATTERN,unchanged from v2,
Bloom & Balance Compression Socks Bundle 5-Pack,102,105,47.95,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['bloom', 'balance']",
Sun Days Ankle Socks,99,105,27.19,PATTERN,matched: ['sun'],PATTERN,unchanged from v2,
Light Lavender Ankle Socks,101,104,27.15,PATTERN,unrecognized non-color tokens: ['light'],PATTERN,unchanged from v2,
Blue Ankle Socks,93,103,26.63,SOLID,"only color+type tokens: ['blue', 'ankle', 'socks']",SOLID,unchanged from v2,
Flower Power Ankle Socks Bundle 3-Pack,99,102,43.59,PATTERN,matched: ['flower'],PATTERN,unchanged from v2,
Polar Knit Ankle Compression Socks 5-Pack Bundle,99,102,55.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['polar', 'knit']",
Tan EasyStretch™ Socks Bundle 5-Pack,96,101,56.56,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Sage Ankle Socks,95,100,26.71,SOLID,"only color+type tokens: ['sage', 'ankle', 'socks']",SOLID,unchanged from v2,
Earth Tones EasyStretch™ Socks 3-Pack Bundle,99,99,42.6,PATTERN,matched: ['earth'],PATTERN,unchanged from v2,
Army EasyStretch™ Socks 3-Pack Bundle,88,97,39.56,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['army'],
Tan Compression Socks Bundle 3-Pack,96,96,41.09,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Bear Hugs Ankle Socks,90,96,27.4,PATTERN,matched: ['bear'],PATTERN,unchanged from v2,
Watermelons Ankle Socks,93,95,26.24,PATTERN,unrecognized non-color tokens: ['watermelons'],PATTERN,unchanged from v2,
Pot O Gold Ankle Socks,93,95,28.78,PATTERN,unrecognized non-color tokens: ['pot'],PATTERN,unchanged from v2,
Darkside EasyStretch™ Socks 3-Pack Bundle,86,93,41.38,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['darkside'],
Spirit Stallions Ankle Socks,87,93,27.6,PATTERN,"unrecognized non-color tokens: ['spirit', 'stallions']",PATTERN,unchanged from v2,
Black Compression Socks Bundle 6-Pack,86,93,76.83,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Scotch Plaid Ankle Socks,87,93,27.4,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Tan EasyStretch™ Socks Bundle 3-Pack,87,92,42.97,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Fruit Ankle Compression Socks 5-Pack Bundle,90,92,56.07,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['fruit'],
Pastel Pink EasyStretch™ Socks,70,91,27.87,PATTERN,unrecognized non-color tokens: ['pastel'],PATTERN,unchanged from v2,
White & Mystery Compression Socks Bundle 5-Pack,85,90,49.13,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Checks & Bows Ankle Socks,81,90,27.42,PATTERN,"unrecognized non-color tokens: ['checks', 'bows']",PATTERN,unchanged from v2,
Valentines Day Ankle Compression Socks 5-Pack Bundle,89,90,57.41,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['valentines', 'day']",
Mystery Ankle Socks,69,90,32.47,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Spooky Pastels Compression Socks 3-Pack Bundle,85,88,41.73,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Happy Dance Compression Socks,84,88,29.99,PATTERN,matched: ['happy'],PATTERN,unchanged from v2,
Wrapped Up Ankle Socks,81,87,27.54,PATTERN,unrecognized non-color tokens: ['wrapped'],PATTERN,unchanged from v2,
Little Big Foot Ankle Socks,86,87,27.75,PATTERN,"unrecognized non-color tokens: ['little', 'big', 'foot']",PATTERN,unchanged from v2,
Pop of Poppy Ankle Socks,77,87,26.93,PATTERN,"unrecognized non-color tokens: ['pop', 'poppy']",PATTERN,unchanged from v2,
Navy Days EasyStretch™ Socks,70,87,27.38,PATTERN,unrecognized non-color tokens: ['days'],PATTERN,unchanged from v2,
Ocean Hues Ankle Compression Socks Bundle 5-Pack,86,86,43.6,PATTERN,matched: ['ocean'],PATTERN,unchanged from v2,
Vanilla EasyStretch™ Socks,61,86,27.53,PATTERN,unrecognized non-color tokens: ['vanilla'],PATTERN,unchanged from v2,
Space Snoopy Compression Socks,76,85,29.99,PATTERN,"matched: ['space', 'snoopy']",PATTERN,unchanged from v2,
Peachy Ankle Socks,73,85,28.21,PATTERN,unrecognized non-color tokens: ['peachy'],PATTERN,unchanged from v2,
Pastel Blue EasyStretch™ Socks,73,84,28.4,PATTERN,unrecognized non-color tokens: ['pastel'],PATTERN,unchanged from v2,
Monochrome & Mystery EasyStretch™ Socks Bundle 5-Pack,75,84,51.63,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Cosmic Classics Ankle Socks Bundle 5-Pack,84,84,56.82,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['cosmic'],
Tan Ankle Compression Socks 5-Pack Bundle,82,84,53.58,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Black EasyStretch™ Socks Bundle 6-Pack,78,84,82.81,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Desert Palms Ankle Socks,79,84,27.39,PATTERN,matched: ['desert'],PATTERN,unchanged from v2,
Winter Peanuts Ankle Socks 5-Pack Bundle,84,84,52.77,PATTERN,"matched: ['winter', 'peanuts']",PATTERN,unchanged from v2,
Rosy Rodeo Ankle Compression Socks 5-Pack Bundle,82,83,54.24,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['rosy', 'rodeo']",
Black Grey Ankle Socks,62,83,26.51,SOLID,"only color+type tokens: ['black', 'grey', 'ankle', 'socks']",SOLID,unchanged from v2,
Two Tone Compression Socks 5-Pack Bundle,80,81,57.06,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Race Day Compression Socks,77,81,29.99,PATTERN,"unrecognized non-color tokens: ['race', 'day']",PATTERN,unchanged from v2,
Pastel Palms Ankle Socks,80,81,27.2,PATTERN,"unrecognized non-color tokens: ['pastel', 'palms']",PATTERN,unchanged from v2,
Heather Green Ankle Socks,75,81,27.18,PATTERN,unrecognized non-color tokens: ['heather'],PATTERN,unchanged from v2,
Fall Foliage EasyStretch™ Socks 3-Pack Bundle,77,81,41.83,PATTERN,matched: ['fall'],PATTERN,unchanged from v2,
Mandala Ankle Compression Socks 5-Pack Bundle,80,80,55.48,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['mandala'],
Pastel Pink Ankle Socks,65,79,26.16,PATTERN,unrecognized non-color tokens: ['pastel'],PATTERN,unchanged from v2,
Classic Comfort EasyStretch™ Socks Bundle 5-Pack,75,78,43.27,PATTERN,matched: ['classic'],PATTERN,unchanged from v2,
Princess Palette EasyStretch™ Socks 3-Pack Bundle,75,78,40.84,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['princess', 'palette']",
Sasquatch Woods Ankle Socks,72,77,28.45,PATTERN,"unrecognized non-color tokens: ['sasquatch', 'woods']",PATTERN,unchanged from v2,
Jellyfish Ankle Socks,66,76,26.14,PATTERN,matched: ['jellyfish'],PATTERN,unchanged from v2,
Pastel Patch Ankle Socks,69,75,26.8,PATTERN,"unrecognized non-color tokens: ['pastel', 'patch']",PATTERN,unchanged from v2,
Mediterranean Ankle Socks,71,75,26.44,PATTERN,unrecognized non-color tokens: ['mediterranean'],PATTERN,unchanged from v2,
Lucky Lotus Ankle Socks,71,74,27.2,PATTERN,"unrecognized non-color tokens: ['lucky', 'lotus']",PATTERN,unchanged from v2,
Love Me Not Compression Socks,72,73,29.99,PATTERN,matched: ['love'],PATTERN,unchanged from v2,
Caramel Compression Socks,66,73,26.78,PATTERN,unrecognized non-color tokens: ['caramel'],PATTERN,unchanged from v2,
Love Stinks Compression Socks,70,72,29.99,PATTERN,matched: ['love'],PATTERN,unchanged from v2,
Blue Bloom Ankle Socks,70,72,26.95,PATTERN,unrecognized non-color tokens: ['bloom'],PATTERN,unchanged from v2,
Cowhide Ankle Socks,71,71,27.34,PATTERN,unrecognized non-color tokens: ['cowhide'],PATTERN,unchanged from v2,
Autumn Breeze Ankle Socks,70,70,27.02,PATTERN,matched: ['autumn'],PATTERN,unchanged from v2,
Race Day Ankle Socks,66,69,29.69,PATTERN,"unrecognized non-color tokens: ['race', 'day']",PATTERN,unchanged from v2,
Bark Compression Socks 3-Pack Bundle,69,69,43.73,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bark'],
Wallflowers Ankle Socks,66,69,26.32,PATTERN,unrecognized non-color tokens: ['wallflowers'],PATTERN,unchanged from v2,
Blooming Brights Ankle Socks Bundle 5-Pack,68,68,54.9,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['blooming', 'brights']",
Jungle EasyStretch™ Socks 3-Pack Bundle,67,68,42.04,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['jungle'],
2 Pair Mystery EasyStretch™ Socks,61,68,37.87,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Moonlight Ankle Socks 3-Pack Bundle,64,67,42.64,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['moonlight'],
Classics Ankle Compression Socks Bundle 6-Pack,65,67,86.18,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Sierra Sunset Ankle Socks,66,67,28.05,PATTERN,"unrecognized non-color tokens: ['sierra', 'sunset']",PATTERN,unchanged from v2,
Sunrise Ankle Socks,60,64,26.76,PATTERN,unrecognized non-color tokens: ['sunrise'],PATTERN,unchanged from v2,
Dark Secrets Ankle Socks,59,62,27.44,PATTERN,"unrecognized non-color tokens: ['dark', 'secrets']",PATTERN,unchanged from v2,
Dark & Delicate Ankle Socks Bundle 5-Pack,58,62,49.78,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['dark', 'delicate']",
Halloween Nights Ankle Compression Socks 3-Pack Bundle,60,60,43.21,PATTERN,matched: ['halloween'],PATTERN,unchanged from v2,
Prairie Dreams Ankle Socks 5-Pack Bundle,57,60,52.8,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['prairie', 'dreams']",
Tranquility Compression Socks 3-Pack Bundle,59,59,43.31,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['tranquility'],
Gray Ankle Socks Bundle 5-Pack,58,59,52.4,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Coastal EasyStretch™ Socks 3-Pack Bundle,57,59,42.65,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['coastal'],
Princess Palette Compression Socks 3-Pack Bundle,57,59,40.21,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['princess', 'palette']",
Aurora Ankle Socks,55,59,26.63,PATTERN,matched: ['aurora'],PATTERN,unchanged from v2,
Fall Foliage Compression Socks 3-Pack Bundle,54,59,42.0,PATTERN,matched: ['fall'],PATTERN,unchanged from v2,
Caramel  EasyStretch™ Socks,47,59,26.86,PATTERN,unrecognized non-color tokens: ['caramel'],PATTERN,unchanged from v2,
Limey Ankle Socks,55,57,26.59,PATTERN,unrecognized non-color tokens: ['limey'],PATTERN,unchanged from v2,
All New Patterns EasyStretch™ Socks Bundle 12-Pack,56,57,171.9,AMBIGUOUS,bundle/offer — could be either,PATTERN,explicit patterns collection,
Lucky Clover Ankle Socks,56,57,28.56,PATTERN,"unrecognized non-color tokens: ['lucky', 'clover']",PATTERN,unchanged from v2,
Burnt Cloud Ankle Socks,49,57,26.53,PATTERN,matched: ['cloud'],PATTERN,unchanged from v2,
White & Mystery Ankle Socks Bundle 5-Pack,55,57,50.19,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Arctic Aurora Ankle Socks 5-Pack Bundle,55,57,52.42,PATTERN,matched: ['aurora'],PATTERN,unchanged from v2,
Pastel Blue Ankle Socks,49,57,26.63,PATTERN,unrecognized non-color tokens: ['pastel'],PATTERN,unchanged from v2,
Vanilla Ankle Socks,40,56,27.06,PATTERN,unrecognized non-color tokens: ['vanilla'],PATTERN,unchanged from v2,
Winter Plaid Ankle Socks 5-Pack Bundle,53,56,54.08,PATTERN,"matched: ['winter', 'plaid']",PATTERN,unchanged from v2,
Gradients Ankle Socks 5-Pack Bundle,52,55,52.97,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['gradients'],
Basics Ankle Compression Socks Bundle 6-Pack,54,55,75.96,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Black Red Ankle Socks,50,55,26.92,SOLID,"only color+type tokens: ['black', 'red', 'ankle', 'socks']",SOLID,unchanged from v2,
Haunted Tie Dye Compression Socks 3-Pack Bundle,54,55,41.93,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['haunted', 'tie', 'dye']",
Earth Tones Compression Socks 3-Pack Bundle,48,54,42.47,PATTERN,matched: ['earth'],PATTERN,unchanged from v2,
Black & Mystery Ankle Socks Bundle 5-Pack,52,54,51.67,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Big Foots Ankle Socks,49,54,28.24,PATTERN,"unrecognized non-color tokens: ['big', 'foots']",PATTERN,unchanged from v2,
Freedom Compression Socks,52,53,29.83,PATTERN,unrecognized non-color tokens: ['freedom'],PATTERN,unchanged from v2,
Spooky & Stylish EasyStretch™ Socks Bundle 5-Pack,52,53,58.39,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Winter Camo Ankle Socks,50,52,27.62,PATTERN,"matched: ['winter', 'camo']",PATTERN,unchanged from v2,
Heather Ankle Socks 5-Pack Bundle,50,52,53.47,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Moonlight Ankle Compression Socks 3-Pack Bundle,50,52,44.23,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['moonlight'],
Dark Waters Ankle Socks Bundle 3-Pack,48,51,41.33,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['dark', 'waters']",
Glitter Ankle Socks 5-Pack Bundle,50,51,54.74,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['glitter'],
Bark Ankle Compression Socks 3-Pack Bundle,50,51,44.74,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bark'],
Beam Me Up Ankle Socks,50,51,27.92,PATTERN,unrecognized non-color tokens: ['beam'],PATTERN,unchanged from v2,
Mystic Yeti Ankle Socks,50,51,26.13,PATTERN,"unrecognized non-color tokens: ['mystic', 'yeti']",PATTERN,unchanged from v2,
Coastal Ankle Compression Socks 3-Pack Bundle,48,48,42.93,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['coastal'],
Soft Blooms Ankle Compression Socks Bundle 5-Pack,47,48,44.38,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['soft', 'blooms']",
Going Bananas Ankle Socks,48,48,27.78,PATTERN,"unrecognized non-color tokens: ['going', 'bananas']",PATTERN,unchanged from v2,
Tranquility Ankle Compression Socks 3-Pack Bundle,45,48,42.31,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['tranquility'],
Summer Breeze Compression Socks 3-Pack Bundle,46,47,41.5,PATTERN,matched: ['summer'],PATTERN,unchanged from v2,
Coastal Compression Socks 3-Pack Bundle,46,47,40.95,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['coastal'],
Bloom Bundle Ankle Socks 3-Pack Bundle,44,47,41.34,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Sole Invaders Ankle Socks,42,46,27.72,PATTERN,"unrecognized non-color tokens: ['sole', 'invaders']",PATTERN,unchanged from v2,
Halloween Nights Ankle Socks 3-Pack Bundle,44,46,42.15,PATTERN,matched: ['halloween'],PATTERN,unchanged from v2,
Bunny Garden Ankle Socks,44,45,28.54,PATTERN,"unrecognized non-color tokens: ['bunny', 'garden']",PATTERN,unchanged from v2,
Spooky Pastels Ankle Compression Socks 3-Pack Bundle,44,45,41.87,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Marine Ankle Socks 3-Pack Bundle,43,45,40.62,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['marine'],
Bark Ankle Socks 3-Pack Bundle,40,45,40.27,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bark'],
Army Ankle Compression Socks 3-Pack Bundle,43,45,42.47,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['army'],
Lady Leopard Ankle Socks,44,44,27.61,PATTERN,"unrecognized non-color tokens: ['lady', 'leopard']",PATTERN,unchanged from v2,
Freedom EasyStretch™ Socks,43,44,29.99,PATTERN,unrecognized non-color tokens: ['freedom'],PATTERN,unchanged from v2,
Navy Blue Ankle Socks Bundle 3-Pack,40,44,41.94,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Brushstrokes Ankle Socks Bundle 3-Pack,43,43,44.42,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['brushstrokes'],
Gray Ankle Socks Bundle 3-Pack,40,43,40.65,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Chicks Ankle Socks,39,43,28.4,PATTERN,unrecognized non-color tokens: ['chicks'],PATTERN,unchanged from v2,
Striped Ankle Socks 5-Pack Bundle,42,43,54.26,PATTERN,matched: ['striped'],PATTERN,unchanged from v2,
Navy Blue Ankle Socks Bundle 5-Pack,41,42,55.61,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Autumn Florals Ankle Compression Socks 3-Pack Bundle,42,42,43.16,PATTERN,matched: ['autumn'],PATTERN,unchanged from v2,
Pumpkin Petals Ankle Socks,40,41,26.55,PATTERN,matched: ['pumpkin'],PATTERN,unchanged from v2,
Spooky & Stylish Ankle Compression Socks Bundle 5-Pack,40,41,58.29,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Two Tone EasyStretch™ Socks 5-Pack Bundle,31,41,57.29,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Irish Paisley Ankle Socks,40,41,27.37,PATTERN,"matched: ['irish', 'paisley']",PATTERN,unchanged from v2,
Jungle Life Ankle Socks,40,41,26.75,PATTERN,"unrecognized non-color tokens: ['jungle', 'life']",PATTERN,unchanged from v2,
Cat Lovers Ankle Socks 3-Pack Bundle,40,40,40.9,PATTERN,matched: ['cat'],PATTERN,unchanged from v2,
White Compression Socks Bundle 6-Pack,38,40,79.81,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Galactic Ankle Socks 5-Pack Bundle,39,39,51.2,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['galactic'],
Polar Knit Ankle Socks 5-Pack Bundle,38,38,50.51,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['polar', 'knit']",
Cowgirl Ankle Socks,35,38,27.82,PATTERN,unrecognized non-color tokens: ['cowgirl'],PATTERN,unchanged from v2,
Rosy Rodeo Ankle Socks 5-Pack Bundle,38,38,56.61,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['rosy', 'rodeo']",
Spooky & Stylish Ankle Socks Bundle 5-Pack,37,37,59.99,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Buckhorn Ankle Socks,36,37,27.54,PATTERN,unrecognized non-color tokens: ['buckhorn'],PATTERN,unchanged from v2,
Bloom Compression Socks 3-Pack Bundle,37,37,40.41,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Darkside Compression Socks 3-Pack Bundle,37,37,40.3,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['darkside'],
Midnight Secrets Ankle Socks 5-Pack Bundle,36,36,52.42,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['secrets'],
Green Ankle Socks,31,35,26.71,SOLID,"only color+type tokens: ['green', 'ankle', 'socks']",SOLID,unchanged from v2,
Navy Days Ankle Socks,27,35,28.88,PATTERN,unrecognized non-color tokens: ['days'],PATTERN,unchanged from v2,
Mandala Ankle Socks 5-Pack Bundle,33,33,54.06,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['mandala'],
Spring Zing Ankle Socks,32,33,27.83,PATTERN,matched: ['spring'],PATTERN,unchanged from v2,
Frozen North Ankle Socks Bundle 3-Pack,33,33,39.3,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['frozen', 'north']",
Classics EasyStretch™ Socks Bundle 6-Pack,33,33,81.72,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Freedom Ankle Compression Socks,32,33,29.99,PATTERN,unrecognized non-color tokens: ['freedom'],PATTERN,unchanged from v2,
Florals Ankle Socks 5-Pack Bundle,33,33,55.52,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['florals'],
White Ankle Compression Socks Bundle 6-Pack,31,32,81.07,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Leprechaun Ankle Socks,32,32,27.97,PATTERN,unrecognized non-color tokens: ['leprechaun'],PATTERN,unchanged from v2,
Fresh Florals Ankle Socks Bundle 5-Pack,32,32,47.1,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['fresh', 'florals']",
Navy Blue Ankle Compression Gripper Socks,25,32,27.63,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Army Ankle Socks 3-Pack Bundle,30,31,42.03,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['army'],
Viasox Gift Card,29,31,68.29,PATTERN,"unrecognized non-color tokens: ['viasox', 'card']",PATTERN,unchanged from v2,
Valentines Day Ankle Socks 5-Pack Bundle,30,31,54.06,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['valentines', 'day']",
Gray EasyStretch™ Socks Bundle 6-Pack,29,31,82.02,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Luck of the Irish Ankle Socks,29,30,27.77,PATTERN,matched: ['irish'],PATTERN,unchanged from v2,
